marque,modele,annee,sous_modele,version,prix,consommation,moteur,puissance,transmission,carrosserie,portes,places,url
Subaru,LEGACY,2014,Base,3.6R Limited avec EyeSight,36195,11.8 (Automatique ville) / 8.0 (Automatique autoroute),H6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2014/base/36r-limited-avec-eyesight/
Subaru,LEGACY,2015,Base,2.5i,23495,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i/
Subaru,LEGACY,2015,Base,2.5i Groupe Limited,31195,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i-groupe-limited/
Subaru,LEGACY,2015,Base,2.5i Groupe Tourisme,26495,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i-groupe-tourisme/
Subaru,LEGACY,2015,Base,2.5i Limited Package avec Tech,32395,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i-limited-package-avec-tech/
Subaru,LEGACY,2015,Base,2.5i Touring Package avec Tech,28995,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i-touring-package-avec-tech/
Subaru,LEGACY,2015,Base,2.5i avec PZEV,25495,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/25i-avec-pzev/
Subaru,LEGACY,2015,Base,3.6R Groupe Limited,34195,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/36r-groupe-limited/
Subaru,LEGACY,2015,Base,3.6R Groupe Limited avec Tech,35395,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/36r-groupe-limited-avec-tech/
Subaru,LEGACY,2015,Base,3.6R Groupe Tourisme,30795,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2015/base/36r-groupe-tourisme/
Subaru,LEGACY,2016,Base,2.5i,23495,10.7 (Manuelle ville) / 7.8 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i/
Subaru,LEGACY,2016,Base,2.5i avec Groupe Limited,31295,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i-avec-groupe-limited/
Subaru,LEGACY,2016,Base,2.5i avec Limited / Tech,32495,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i-avec-limited-tech/
Subaru,LEGACY,2016,Base,2.5i avec PZEV,25495,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i-avec-pzev/
Subaru,LEGACY,2016,Base,2.5i avec Tourisme,26495,10.7 (Manuelle ville) / 7.8 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i-avec-tourisme/
Subaru,LEGACY,2016,Base,2.5i avec Tourisme / Tech,28995,9.0 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/25i-avec-tourisme-tech/
Subaru,LEGACY,2016,Base,3.6R Groupe Limited /Tech,35495,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/36r-groupe-limited-tech/
Subaru,LEGACY,2016,Base,3.6R avec Touring,30795,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/36r-avec-touring/
Subaru,LEGACY,2016,Base,3.6R avec groupe Limited,34295,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2016/base/36r-avec-groupe-limited/
Subaru,LEGACY,2017,Base,2.5i,23495,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i/
Subaru,LEGACY,2017,Base,2.5i Sport avec technologie,30395,9.3 (Automatique ville) / 7.0 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-sport-avec-technologie/
Subaru,LEGACY,2017,Base,2.5i avec Limited / Tech,32895,9.3 (Automatique ville) / 7.0 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-avec-limited-tech/
Subaru,LEGACY,2017,Base,2.5i avec PZEV,25495,9.3 (Automatique ville) / 7.0 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-avec-pzev/
Subaru,LEGACY,2017,Base,2.5i avec Tourisme,26595,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-avec-tourisme/
Subaru,LEGACY,2017,Base,2.5i avec Tourisme / Tech,29395,9.3 (Automatique ville) / 7.0 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-avec-tourisme-tech/
Subaru,LEGACY,2017,Base,2.5i avec groupe Limited,31395,9.3 (Automatique ville) / 7.0 (Automatique autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/25i-avec-groupe-limited/
Subaru,LEGACY,2017,Base,3.6R Groupe Limited /Tech,35895,11.9 (Automatique ville) / 8.3 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/36r-groupe-limited-tech/
Subaru,LEGACY,2017,Base,3.6R avec Touring,30895,11.9 (Automatique ville) / 8.3 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/36r-avec-touring/
Subaru,LEGACY,2017,Base,3.6R avec groupe Limited,34395,11.9 (Automatique ville) / 8.3 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2017/base/36r-avec-groupe-limited/
Subaru,LEGACY,2018,Base,2.5i,24995,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/25i/
Subaru,LEGACY,2018,Base,2.5i Limited avec EyeSight,33795,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/25i-limited-avec-eyesight/
Subaru,LEGACY,2018,Base,2.5i Sport avec EyeSight,31695,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/25i-sport-avec-eyesight/
Subaru,LEGACY,2018,Base,2.5i Tourisme,28295,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/25i-tourisme/
Subaru,LEGACY,2018,Base,2.5i Tourisme avec EyeSight,29795,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/25i-tourisme-avec-eyesight/
Subaru,LEGACY,2018,Base,3.6R Limited avec EyeSight,36795,11.8 (Automatique ville) / 8.2 (Automatique autoroute),H6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2018/base/36r-limited-avec-eyesight/
Subaru,LEGACY,2019,Base,2.5i,24995,10.7 (Manuelle ville) / 7.9 (Manuelle autoroute),H4 2.5L DACT 16 soupapes,175 cv @                                                     5800 rpm,Manuelle,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/legacy/2019/base/25i/
Subaru,OUTBACK,1996,Base,Base,28995,10.5 (Automatique ville) / 7.5 (Automatique autoroute) / 10.8 (Manuelle ville) / 7.6 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,165 cv @                                                     5600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1996/base/base/
Subaru,OUTBACK,1997,Base,Base,30695,11.6 (Automatique ville) / 8.3 (Automatique autoroute) / 11.6 (Manuelle ville) / 8.1 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,165 cv @                                                     5600 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1997/base/base/
Subaru,OUTBACK,1997,Base,Limited,34095,11.6 (Automatique ville) / 8.3 (Automatique autoroute),H4 2.5L SACT 16 soupapes,165 cv @                                                     5600 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1997/base/limited/
Subaru,OUTBACK,1999,Base,Limited,34295,11.6 (Automatique ville) / 8.3 (Automatique autoroute),2.5L 16V 4cyl. dact,165 cv @                                                     5600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1999/base/limited/
Subaru,OUTBACK,1999,Base,SUS Limited,34295,11.6 (Automatique ville) / 8.3 (Automatique autoroute),2.5L 16V 4cyl. dact,165 cv @                                                     5600 rpm,Automatique,Sedan,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1999/base/sus-limited/
Subaru,OUTBACK,1999,Base,base,30895,11.6 (Automatique ville) / 8.3 (Automatique autoroute) / 11.6 (Manuelle ville) / 8.1 (Manuelle autoroute),2.5L 16V 4cyl. dact,165 cv @                                                     5600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/1999/base/base/
Subaru,OUTBACK,2005,Base,2.5XT,42895,12.6 (Automatique ville) / 8.8 (Automatique autoroute) / 12.3 (Manuelle ville) / 8.5 (Manuelle autoroute),H4 2.5L Turbo DACT 16 soupapes,250 cv @                                                     6000 rpm,Manuelle,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2005/base/25xt/
Subaru,OUTBACK,2005,Base,2.5i,32995,10.3 (Automatique ville) / 7.4 (Automatique autoroute) / 10.2 (Manuelle ville) / 7.5 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,168 cv @                                                     5600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2005/base/25i/
Subaru,OUTBACK,2005,Base,2.5i Limited,38995,10.3 (Automatique ville) / 7.4 (Automatique autoroute) / 10.2 (Manuelle ville) / 7.5 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,168 cv @                                                     5600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2005/base/25i-limited/
Subaru,OUTBACK,2005,Base,3.0R,38995,12.2 (Automatique ville) / 8.5 (Automatique autoroute),H6 3.0L DACT 24 soupapes,250 cv @                                                     6600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2005/base/30r/
Subaru,OUTBACK,2005,Base,3.0R VDC,44995,12.2 (Automatique ville) / 8.5 (Automatique autoroute),H6 3.0L DACT 24 soupapes,250 cv @                                                     6600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2005/base/30r-vdc/
Subaru,OUTBACK,2007,Base,2.5XT,42895,11.7 (Automatique ville) / 8.4 (Automatique autoroute) / 11.3 (Manuelle ville) / 8.1 (Manuelle autoroute),H4 2.5L Turbo DACT 16 soupapes,243 cv @                                                     6000 rpm,Manuelle,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/25xt/
Subaru,OUTBACK,2007,Base,2.5i,30995,10.6 (Automatique ville) / 7.6 (Automatique autoroute) / 10.3 (Manuelle ville) / 7.6 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,175 cv @                                                     6000 rpm,Manuelle,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/25i/
Subaru,OUTBACK,2007,Base,2.5i Limited,38995,10.6 (Automatique ville) / 7.7 (Automatique autoroute),H4 2.5L SACT 16 soupapes,175 cv @                                                     6000 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/25i-limited/
Subaru,OUTBACK,2007,Base,2.5i Tourisme,33695,10.6 (Automatique ville) / 7.6 (Automatique autoroute) / 10.3 (Manuelle ville) / 7.6 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,175 cv @                                                     6000 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/25i-tourisme/
Subaru,OUTBACK,2007,Base,3.0R,38995,12.2 (Automatique ville) / 8.5 (Automatique autoroute),H6 3.0L DACT 24 soupapes,245 cv @                                                     6600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/30r/
Subaru,OUTBACK,2007,Base,3.0R Optimum,45995,12.2 (Automatique ville) / 8.5 (Automatique autoroute),H6 3.0L DACT 24 soupapes,245 cv @                                                     6600 rpm,Automatique,Wagon,4,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2007/base/30r-optimum/
Subaru,OUTBACK,2008,Base,2.5XT,42895,11.8 (Automatique ville) / 8.4 (Automatique autoroute) / 11.7 (Manuelle ville) / 8.3 (Manuelle autoroute),H4 2.5L turbo DACT 16 soupapes,243 cv @                                                     6000 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/25xt/
Subaru,OUTBACK,2008,Base,2.5i,30995,10.5 (Automatique ville) / 7.5 (Automatique autoroute) / 10.7 (Manuelle ville) / 7.7 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/25i/
Subaru,OUTBACK,2008,Base,2.5i Limited,38995,10.5 (Automatique ville) / 7.5 (Automatique autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/25i-limited/
Subaru,OUTBACK,2008,Base,2.5i Tourisme,33695,10.5 (Automatique ville) / 7.5 (Automatique autoroute) / 10.7 (Manuelle ville) / 7.7 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/25i-tourisme/
Subaru,OUTBACK,2008,Base,3.0R,38995,12.1 (Automatique ville) / 8.2 (Automatique autoroute),H6 3.0L DACT 24 soupapes,245 cv @                                                     6600 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/30r/
Subaru,OUTBACK,2008,Base,3.0R Optimum,45995,12.1 (Automatique ville) / 8.2 (Automatique autoroute),H6 3.0L DACT 24 soupapes,245 cv @                                                     6600 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2008/base/30r-optimum/
Subaru,OUTBACK,2009,Base,2.5i,30995,10.4 (Automatique ville) / 7.6 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.5 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2009/base/25i/
Subaru,OUTBACK,2009,Base,2.5i Limited,39245,10.4 (Automatique ville) / 7.6 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.5 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2009/base/25i-limited/
Subaru,OUTBACK,2009,Base,3.0R Optimum,43595,12.1 (Automatique ville) / 8.3 (Automatique autoroute),H6 3.0L DACT 24 soupapes,245 cv @                                                     6600 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2009/base/30r-optimum/
Subaru,OUTBACK,2009,Base,PZEV Plus,34145,10.4 (Automatique ville) / 7.6 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.5 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2009/base/pzev-plus/
Subaru,OUTBACK,2010,Base,2.5i Limited,35795,9.5 (Automatique ville) / 6.9 (Automatique autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2010/base/25i-limited/
Subaru,OUTBACK,2010,Base,2.5i Sport,31795,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2010/base/25i-sport/
Subaru,OUTBACK,2010,Base,3.6R,35695,11.8 (Automatique ville) / 8.2 (Automatique autoroute),H6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2010/base/36r/
Subaru,OUTBACK,2010,Base,3.6R Limited,38495,11.8 (Automatique ville) / 8.2 (Automatique autoroute),H6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2010/base/36r-limited/
Subaru,OUTBACK,2010,Base,PZEV,28995,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2010/base/pzev/
Subaru,OUTBACK,2011,Base,2.5i Commodité,28995,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/25i-commodite/
Subaru,OUTBACK,2011,Base,2.5i Groupe Commodité PZEV,30895,9.5 (Automatique ville) / 6.9 (Automatique autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/25i-groupe-commodite-pzev/
Subaru,OUTBACK,2011,Base,2.5i Groupe Sport,31795,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/25i-groupe-sport/
Subaru,OUTBACK,2011,Base,2.5i groupe Limited,35795,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/25i-groupe-limited/
Subaru,OUTBACK,2011,Base,3.6R,35695,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/36r/
Subaru,OUTBACK,2011,Base,3.6R groupe Limited,38495,11.9 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2011/base/36r-groupe-limited/
Subaru,OUTBACK,2012,Base,2.5i Commodité,28995,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/25i-commodite/
Subaru,OUTBACK,2012,Base,2.5i Groupe Commodité PZEV,30895,9.5 (Automatique ville) / 6.9 (Automatique autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/25i-groupe-commodite-pzev/
Subaru,OUTBACK,2012,Base,2.5i Groupe Limited,36695,9.5 (Automatique ville) / 6.9 (Automatique autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/25i-groupe-limited/
Subaru,OUTBACK,2012,Base,2.5i Groupe Tourisme,31595,9.5 (Automatique ville) / 6.9 (Automatique autoroute) / 10.6 (Manuelle ville) / 7.4 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,170 cv @                                                     5600 rpm,Manuelle,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/25i-groupe-tourisme/
Subaru,OUTBACK,2012,Base,3.6R,35495,11.8 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/36r/
Subaru,OUTBACK,2012,Base,3.6R Limited,39495,11.8 (Automatique ville) / 8.2 (Automatique autoroute),V6 3.6L DACT 24 soupapes,256 cv @                                                     6000 rpm,Automatique,Wagon,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2012/base/36r-limited/
Subaru,OUTBACK,2013,Base,2.5i Commodité,28495,8.6 (Automatique ville) / 6.5 (Automatique autoroute) / 9.8 (Manuelle ville) / 7.0 (Manuelle autoroute),H4 2.5L SACT 16 soupapes,173 cv @                                                     5600 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2013/base/25i-commodite/
Subaru,OUTBACK,2013,Base,2.5i Groupe Commodité PZEV,30495,8.6 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L SACT 16 soupapes,173 cv @                                                     5600 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2013/base/25i-groupe-commodite-pzev/
Subaru,OUTBACK,2013,Base,2.5i Groupe Limited,36295,8.6 (Automatique ville) / 6.5 (Automatique autoroute),H4 2.5L SACT 16 soupapes,173 cv @                                                     5600 rpm,Manuelle,SUV,5,5,https://www.auto123.com/fr/vehicules-neufs/caracteristiques/subaru/outback/2013/base/25i-groupe-limited/
